Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
2349000,3046.1,885.9,1992.6,167.6,321.4,216.6,7.5,29.7,67.6,Arkansas,71554,20810,46807,3937,7549,5089,176,697,1587,1984
2359000,3237.5,941.4,2117.7,178.4,347.6,242.0,7.9,29.1,68.5,Arkansas,76372,22207,49957,4208,8199,5709,187,686,1617,1985
2372000,3529.9,1029.9,2305.1,194.9,394.8,278.2,8.1,28.9,79.7,Arkansas,83729,24429,54677,4623,9365,6598,191,686,1890,1986
2388000,3833.2,1078.0,2548.7,206.5,412.0,292.6,7.6,32.6,79.1,Arkansas,91537,25743,60862,4932,9839,6988,182,779,1890,1987
2422000,3796.9,1091.8,2492.3,212.9,422.7,297.6,8.7,32.2,84.1,Arkansas,91962,26443,60363,5156,10237,7209,211,780,2037,1988
2406000,4082.0,1194.4,2621.9,265.6,473.7,316.3,8.4,38.4,110.6,Arkansas,98213,28738,63084,6391,11397,7610,203,924,2660,1989
2350725,4334.7,1210.9,2834.4,289.4,532.2,365.4,10.3,43.3,113.2,Arkansas,101897,28464,66630,6803,12511,8590,241,1019,2661,1990
2372000,4581.7,1226.5,3013.8,341.4,593.3,401.9,11.1,44.6,135.6,Arkansas,108677,29093,71487,8097,14072,9533,264,1058,3217,1991
2399000,4185.2,1092.7,2763.2,329.3,576.5,399.0,10.8,41.3,125.5,Arkansas,100402,26214,66288,7900,13831,9571,259,990,3011,1992
2424000,4217.5,1099.3,2795.7,322.5,593.3,415.8,10.2,42.4,124.9,Arkansas,102231,26646,67767,7818,14381,10079,247,1028,3027,1993
2453000,4203.6,1097.1,2791.6,315.0,595.1,412.5,12.0,41.9,128.7,Arkansas,103115,26911,68478,7726,14598,10118,294,1028,3158,1994
2484000,4137.7,996.9,2815.4,325.4,553.2,379.8,10.4,37.2,125.7,Arkansas,102780,24763,69935,8082,13741,9435,259,925,3122,1995
2510000,4174.9,953.2,2908.8,312.9,524.3,359.8,8.7,41.7,114.1,Arkansas,104790,23925,73010,7855,13161,9032,219,1046,2864,1996
2523000,4191.8,1013.4,2863.8,314.6,526.9,361.9,9.9,43.5,111.5,Arkansas,105759,25568,72253,7938,13293,9131,250,1098,2814,1997
2538000,3793.2,928.3,2581.8,283.2,490.2,350.9,7.9,35.2,96.2,Arkansas,96271,23559,65525,7187,12442,8906,201,893,2442,1998
2551373,3617.0,850.2,2505.6,261.2,425.2,312.4,5.6,27.8,79.3,Arkansas,92283,21692,63927,6664,10848,7971,143,710,2024,1999
2673400,3670.0,802.1,2608.7,259.3,445.3,332.4,6.3,31.7,74.8,Arkansas,98115,21443,69740,6932,11904,8887,168,848,2001,2000
2694698,3677.8,823.7,2582.5,271.6,452.4,332.8,5.5,33.1,80.9,Arkansas,99106,22196,69590,7320,12190,8969,148,892,2181,2001
2706268,3738.4,858.3,2628.3,251.7,425.0,298.6,5.2,27.9,93.3,Arkansas,101171,23229,71129,6813,11501,8081,142,754,2524,2002
2727774,3632.4,917.1,2495.1,220.2,456.4,334.7,6.6,33.4,81.6,Arkansas,99084,25016,68061,6007,12449,9131,180,911,2227,2003
2750000,4033.1,1096.4,2699.7,237.0,502.3,366.7,6.4,43.0,86.3,Arkansas,110911,30151,74242,6518,13814,10083,176,1183,2372,2004
2775708,4068.0,1085.1,2720.0,262.0,528.0,387.2,6.8,43.3,91.2,Arkansas,112914,30118,75510,7286,14670,10747,189,1202,2532,2005
2810872,3985.4,1133.6,2584.5,267.4,552.8,400.6,7.3,47.1,97.8,Arkansas,112025,31864,72646,7515,15538,11259,205,1325,2749,2006
2834797,3955.5,1130.1,2578.5,246.9,537.1,374.9,7.0,45.6,109.5,Arkansas,112130,32035,73096,6999,15226,10629,198,1294,3105,2007
2855390,3865.0,1187.6,2448.2,229.1,513.0,358.8,5.8,51.2,97.3,Arkansas,110360,33912,69905,6543,14649,10244,165,1463,2777,2008
2889450,3775.0,1202.8,2361.3,211.0,515.8,372.8,6.2,47.7,89.2,Arkansas,109078,34753,68228,6097,14905,10772,179,1378,2576,2009
2921588,3553.5,1111.1,2252.1,190.3,503.5,372.6,4.6,45.2,81.1,Arkansas,103820,32463,65796,5561,14711,10887,134,1321,2369,2010
2938582,3757.9,1157.6,2404.1,196.3,482.3,354.8,5.4,41.9,80.2,Arkansas,110430,34016,70645,5769,14173,10426,160,1230,2357,2011
2949131,3660.1,1081.3,2384.7,194.1,469.1,342.3,5.9,42.3,78.7,Arkansas,107941,31890,70327,5724,13835,10095,173,1247,2320,2012
15717204,3235.4,910.5,1984.8,340.1,239.0,119.6,3.9,18.2,97.3,California,508511,143102,311956,53453,37558,18796,616,2859,15287,1960
16397000,3177.5,894.2,1950.6,332.7,232.7,120.0,3.7,18.5,90.5,California,521008,146615,319834,54559,38154,19684,605,3033,14832,1961
16970000,3326.2,934.1,2052.9,339.2,234.8,121.7,3.9,17.4,91.9,California,564451,158523,348373,57555,39846,20645,657,2946,15598,1962
17590000,3545.8,998.9,2184.7,362.2,241.2,126.3,3.8,17.5,93.6,California,623709,175703,384289,63717,42419,22208,673,3080,16458,1963
18084000,3874.3,1088.7,2366.5,419.1,265.6,138.2,4.1,20.0,103.2,California,700630,196883,427960,75787,48026,24998,740,3621,18667,1964
18602000,4037.2,1209.6,2388.0,439.6,282.2,142.9,4.7,21.2,113.3,California,750997,225007,444217,81773,52490,26581,880,3948,21081,1965
18918000,4244.3,1277.4,2506.2,460.7,305.1,159.1,4.6,23.4,118.0,California,802944,241666,474122,87156,57718,30101,868,4432,22317,1966
19153000,4703.0,1446.0,2748.8,508.1,352.1,172.7,5.4,25.0,149.0,California,900757,276958,526477,97322,67446,33076,1039,4792,28539,1967
19221000,5298.2,1644.5,3032.3,621.4,422.9,194.6,6.0,29.9,192.5,California,1018363,316081,582838,119444,81293,37408,1150,5744,36991,1968
19443000,5637.4,1676.1,3282.7,678.6,462.3,217.0,7.1,36.3,201.8,California,1096083,325891,638249,131943,89878,42199,1386,7053,39240,1969
19953134,5864.3,1753.0,3422.1,689.2,474.8,225.9,6.9,35.1,206.9,California,1170113,349788,682811,137514,94741,45083,1376,7005,41277,1970
20223000,6171.5,1939.8,3517.9,713.9,518.6,238.9,8.1,36.1,235.5,California,1248069,392277,711417,144375,104872,48304,1642,7300,47626,1971
20468000,5872.4,1949.2,3242.0,681.3,540.7,253.7,8.8,39.7,238.6,California,1201968,398960,663568,139440,110667,51920,1791,8127,48829,1972
20601000,5739.1,1979.6,3123.6,635.9,565.8,275.8,9.0,40.6,240.4,California,1182309,407824,643488,130997,116563,56813,1862,8357,49531,1973
20907000,6236.2,2072.0,3525.5,638.8,610.6,307.8,9.5,40.6,252.7,California,1303810,433194,737067,133549,127658,64357,1985,8494,52822,1974
21185000,6549.2,2217.3,3703.7,628.2,655.4,321.0,10.4,41.6,282.4,California,1387451,469726,784639,133086,138842,67999,2209,8807,59827,1975
21520000,6564.7,2174.6,3745.8,644.3,669.3,338.7,10.3,44.7,275.6,California,1412716,467980,806086,138650,144041,72889,2220,9614,59318,1976
21896000,6302.7,2139.4,3499.8,663.5,706.0,358.0,11.5,49.4,287.0,California,1380039,468452,766317,145270,154582,78390,2515,10825,62852,1977
22294000,6373.3,2193.3,3488.8,691.3,742.9,374.4,11.7,50.8,306.1,California,1420857,488966,777783,154108,165626,83464,2611,11316,68235,1978
22696000,6657.7,2186.8,3732.6,738.3,811.1,410.3,13.0,53.9,333.8,California,1511021,496310,847148,167563,184087,93129,2952,12239,75767,1979
23532680,6939.5,2316.5,3880.0,742.9,893.6,436.7,14.5,58.2,384.2,California,1633042,545138,913070,174834,210290,102766,3411,13693,90420,1980
24159000,6727.5,2238.5,3816.1,672.9,863.0,405.6,13.0,56.2,388.2,California,1625302,540806,921939,162557,208485,97995,3143,13566,93781,1981
24724000,6470.7,2020.2,3785.1,665.5,814.7,380.7,11.2,50.7,372.1,California,1599827,499466,935831,164530,201429,94133,2779,12529,91988,1982
25174000,5904.9,1829.1,3444.5,631.2,772.6,373.1,10.5,48.0,340.9,California,1486487,460460,867123,158904,194491,93933,2639,12093,85826,1983
25622000,5705.0,1729.3,3346.1,629.6,763.4,379.5,10.6,45.7,327.5,California,1461731,443094,857328,161309,195589,97246,2717,11702,83924,1984
26365000,5752.7,1701.1,3379.4,672.2,765.3,383.8,10.5,43.3,327.7,California,1516710,448506,890967,177237,201763,101185,2770,11421,86387,1985
26981000,5842.3,1696.4,3383.9,762.0,920.5,521.5,11.3,44.9,342.9,California,1576299,457698,913004,205597,248370,140701,3038,12119,92512,1986
27663000,5588.4,1518.2,3240.2,830.1,918.0,562.4,10.6,43.8,301.3,California,1545928,419969,896335,229624,253943,155569,2924,12109,83341,1987
28168000,5705.7,1447.1,3314.5,944.0,929.8,571.8,10.4,41.8,305.8,California,1607180,407631,933636,265913,261912,161055,2936,11780,86141,1988
29063000,5785.8,1412.3,3346.5,1026.9,977.7,593.8,10.9,41.2,331.8,California,1681516,410468,972603,298445,284136,172581,3158,11966,96431,1989
29760021,5558.4,1345.4,3197.5,1015.5,1045.2,613.6,11.9,42.6,377.0,California,1654186,400392,951580,302214,311051,182602,3553,12688,112208,1990
30380000,5682.7,1397.8,3246.0,1038.9,1089.9,623.5,12.7,42.4,411.3,California,1726391,424656,986120,315615,331122,189428,3859,12896,124939,1991
30867000,5559.8,1384.9,3137.8,1037.1,1119.7,641.6,12.7,41.3,424.1,California,1716137,427491,968534,320112,345624,198045,3921,12761,130897,1992
31211000,5379.1,1327.0,3029.1,1023.0,1077.8,621.8,13.1,37.7,405.1,California,1678884,414182,945407,319295,336381,194083,4096,11766,126436,1993
31431000,5160.8,1222.5,2957.7,980.6,1013.0,609.4,11.8,34.9,356.8,California,1622102,384257,929640,308205,318395,191548,3703,10984,112160,1994
31589000,4865.1,1120.3,2856.9,887.9,966.0,590.3,11.2,33.4,331.2,California,1536830,353895,902456,280479,305154,186458,3531,10554,104611,1995
31878000,4345.1,979.4,2605.1,760.6,862.7,525.8,9.1,32.1,295.6,California,1385135,312212,830457,242466,274996,167614,2916,10244,94222,1996
32268000,4067.1,927.4,2430.9,708.8,798.3,506.2,8.0,31.6,252.5,California,1312367,299240,784405,228722,257582,163346,2579,10189,81468,1997
32667000,3639.1,823.5,2217.1,598.5,703.7,456.6,6.6,29.9,210.6,California,1188791,269012,724262,195517,229883,149148,2171,9782,68782,1998
33145121,3177.8,675.3,1994.2,508.3,627.2,411.7,6.0,28.2,181.1,California,1053285,223814,660991,168480,207879,136472,2005,9363,60039,1999
33871648,3118.2,656.3,1924.5,537.4,621.6,408.7,6.1,28.9,177.9,California,1056183,222293,651855,182035,210531,138418,2079,9785,60249,2000
34600463,3278.0,671.3,2016.6,590.1,615.2,393.3,6.4,28.8,186.7,California,1134189,232273,697739,204177,212867,136087,2206,9960,64614,2001
35001986,3361.2,681.2,2044.7,635.3,595.4,373.8,6.8,29.1,185.6,California,1176484,238428,715692,222364,208388,130827,2395,10198,64968,2002
35462712,3426.4,683.2,2062.7,680.5,579.6,364.8,6.8,28.2,179.8,California,1215086,242274,731486,241326,205551,129380,2407,9994,63770,2003
35842038,3423.9,686.1,2033.1,704.8,527.8,322.0,6.7,26.8,172.3,California,1227194,245903,728687,252604,189175,115400,2392,9615,61768,2004
36154147,3321.0,692.9,1915.0,712.0,526.0,317.1,6.9,26.0,176.0,California,1200531,250521,692467,257543,190178,114661,2503,9392,63622,2005
36457549,3181.7,678.1,1835.3,668.3,533.5,306.2,6.8,25.3,195.1,California,1159988,247230,669103,243655,194483,111620,2486,9235,71142,2006
36553215,3043.5,650.7,1790.6,602.2,524.1,299.7,6.2,24.7,193.4,California,1112510,237850,654526,220134,191561,109547,2262,9046,70706,2007
36756666,2941.0,647.0,1770.2,523.8,504.2,285.4,5.8,24.2,188.8,California,1080996,237811,650656,192529,185329,104896,2142,8903,69388,2008
36961664,2731.0,622.8,1665.0,443.3,473.3,271.0,5.3,23.6,173.4,California,1009433,230198,615402,163833,174934,100156,1972,8713,64093,2009
37338198,2629.9,612.9,1608.4,408.5,439.6,256.8,4.8,22.3,155.6,California,981939,228857,600558,152524,164133,95877,1809,8331,58116,2010
37683933,2584.2,610.5,1584.0,389.7,411.2,242.0,4.8,20.3,144.1,California,973822,230075,596905,146842,154943,91195,1792,7665,54291,2011
38041430,2758.7,646.1,1669.5,443.2,423.1,248.9,5.0,20.6,148.6,California,1049465,245767,635090,168608,160944,94702,1884,7837,56521,2012
1753947,2035.1,569.9,1251.4,213.8,137.3,42.4,4.2,13.1,77.7,Colorado,35695,9996,21949,3750,2408,744,73,229,1362,1960
1781000,2254.7,655.9,1322.3,276.5,149.3,40.0,4.7,12.9,91.7,Colorado,40156,11681,23551,4924,2659,713,83,230,1633,1961
1907000,2510.3,681.1,1507.1,322.2,156.8,51.8,5.0,14.8,85.2,Colorado,47872,12988,28740,6144,2990,987,96,283,1624,1962
1961000,2530.5,670.5,1553.5,306.5,130.3,42.6,4.8,14.5,68.3,Colorado,49624,13149,30465,6010,2555,836,94,285,1340,1963
1966000,2570.1,679.9,1619.0,271.2,158.6,70.1,4.2,17.1,67.3,Colorado,50528,13367,31829,5332,3119,1378,82,336,1323,1964
1969000,2551.8,650.9,1652.2,248.7,152.7,78.6,3.5,16.2,54.5,Colorado,50245,12817,32532,4896,3007,1547,69,318,1073,1965
1977000,2840.7,711.0,1831.3,298.3,168.9,93.8,4.0,17.3,53.8,Colorado,56160,14057,36205,5898,3340,1854,79,343,1064,1966
1975000,3117.2,789.4,2019.5,308.4,191.8,98.9,4.1,20.9,67.9,Colorado,61565,15590,39885,6090,3789,1954,81,412,1342,1967
2048000,3599.6,917.0,2262.0,420.6,263.0,135.0,5.4,26.1,96.5,Colorado,73720,18780,46326,8614,5387,2765,110,535,1977,1968
2100000,4199.4,1133.2,2559.2,507.0,298.8,154.0,5.3,28.8,110.7,Colorado,88188,23798,53743,10647,6275,3234,112,605,2324,1969
2207259,4961.4,1380.9,2992.1,588.4,356.7,185.4,6.2,36.0,129.1,Colorado,109512,30481,66043,12988,7874,4093,137,795,2849,1970
2283000,5143.3,1450.0,3128.5,564.8,373.6,193.8,6.5,38.4,134.9,Colorado,117422,33104,71423,12895,8530,4424,149,877,3080,1971
2357000,5188.2,1580.1,3018.8,589.3,405.4,217.3,8.3,38.4,141.4,Colorado,122286,37242,71154,13890,9555,5122,196,905,3332,1972
2437000,5081.9,1598.8,2910.6,572.5,414.0,204.4,7.9,38.7,162.9,Colorado,123845,38963,70931,13951,10088,4981,193,944,3970,1973
2496000,5736.0,1843.1,3354.2,538.6,429.8,221.6,6.0,36.5,165.7,Colorado,143170,46005,83722,13443,10728,5530,151,910,4137,1974
2534000,6212.4,2001.2,3744.0,467.2,463.1,240.1,7.4,41.5,174.1,Colorado,157421,50710,94873,11838,11735,6084,188,1051,4412,1975
2583000,6365.4,1879.9,4043.5,442.0,417.0,236.7,6.8,33.8,139.7,Colorado,164419,48558,104443,11418,10770,6113,176,873,3608,1976
2619000,6315.6,1935.2,3903.2,477.1,511.9,292.9,6.3,42.0,170.7,Colorado,165405,50684,102225,12496,13407,7670,166,1100,4471,1977
2670000,6334.5,1869.6,3977.0,487.9,498.0,281.9,7.3,49.6,159.2,Colorado,169130,49917,106185,13028,13296,7526,196,1323,4251,1978
2772000,6529.0,1794.4,4253.2,481.4,522.1,306.1,5.8,53.1,157.0,Colorado,180984,49741,117898,13345,14472,8486,161,1472,4353,1979
2878407,6804.9,2030.8,4325.8,448.3,528.6,309.2,6.9,52.5,160.1,Colorado,195872,58455,124514,12903,15215,8899,198,1510,4608,1980
2963000,6821.4,2031.6,4375.9,413.9,531.7,318.5,8.1,45.6,159.5,Colorado,202119,60197,129658,12264,15755,9438,239,1352,4726,1981
3045000,6575.7,1749.1,4429.3,397.3,504.2,303.1,6.0,44.5,150.6,Colorado,200230,53260,134873,12097,15354,9229,182,1356,4587,1982
3139000,6150.7,1532.4,4245.7,372.7,476.4,301.7,6.4,41.9,126.4,Colorado,193070,48101,133271,11698,14955,9469,202,1316,3968,1983
3178000,6013.3,1561.3,4054.7,397.3,457.8,299.0,5.8,39.0,114.0,Colorado,191104,49619,128859,12626,14548,9503,184,1238,3623,1984
3231000,6448.0,1748.1,4267.0,432.9,471.0,300.1,5.8,40.9,124.2,Colorado,208336,56480,137868,13988,15219,9697,189,1321,4012,1985
3267000,6508.3,1791.6,4230.8,486.0,523.6,329.4,7.0,42.3,144.8,Colorado,212626,58531,138219,15876,17105,10762,230,1382,4731,1986
3296000,5983.8,1534.6,4012.9,436.3,467.5,302.1,5.8,40.8,118.8,Colorado,197225,50580,132266,14379,15409,9958,191,1344,3916,1987
3290000,5705.7,1383.1,3900.6,422.0,472.6,329.5,5.7,38.6,98.8,Colorado,187719,45503,128331,13885,15548,10842,187,1269,3250,1988
3317000,5568.0,1250.4,3864.8,452.9,471.4,340.8,4.4,36.2,90.0,Colorado,184692,41475,128195,15022,15636,11304,146,1202,2984,1989
3294394,5527.8,1208.8,3890.6,428.4,526.0,385.0,4.2,46.2,90.6,Colorado,182106,39822,128172,14112,17328,12684,138,1521,2985,1990
3377000,5514.8,1158.3,3930.0,426.4,559.3,398.9,5.9,47.0,107.4,Colorado,186235,39117,132717,14401,18887,13472,199,1588,3628,1991
3470000,5379.9,1090.9,3780.1,509.0,578.8,404.9,6.2,47.3,120.5,Colorado,186684,37853,131169,17662,20086,14049,216,1641,4180,1992
3566000,4959.5,1009.8,3499.4,450.3,567.3,399.0,5.8,45.8,116.7,Colorado,176856,36011,124787,16058,20229,14230,206,1633,4160,1993
3656000,4808.8,925.7,3490.2,392.9,509.6,354.0,5.4,43.2,106.9,Colorado,175808,33843,127600,14365,18632,12944,199,1579,3910,1994
3747000,4956.1,934.1,3634.5,387.5,440.2,298.7,5.8,39.5,96.2,Colorado,185705,35001,136184,14520,16494,11194,216,1480,3604,1995
3823000,4714.0,900.8,3415.5,397.8,404.5,255.4,4.7,46.2,98.2,Colorado,180218,34436,130576,15206,15463,9763,180,1765,3755,1996
3893000,4287.2,796.1,3077.3,413.7,363.2,232.8,4.0,43.1,83.3,Colorado,166902,30994,119801,16107,14139,9063,157,1677,3242,1997
3971000,4109.5,786.5,2917.9,405.1,377.9,244.4,4.6,47.4,81.5,Colorado,163189,31231,115871,16087,15008,9704,183,1883,3238,1998
4056133,3722.8,665.1,2692.9,364.8,340.5,219.2,4.6,41.4,75.3,Colorado,151002,26979,109228,14795,13811,8891,185,1679,3056,1999
4301261,3648.6,630.8,2623.5,394.3,334.0,219.1,3.1,41.2,70.5,Colorado,156937,27133,112843,16961,14367,9425,134,1774,3034,2000
4430989,3856.6,643.9,2738.9,473.8,349.6,222.3,3.6,43.6,80.2,Colorado,170887,28533,121360,20994,15492,9849,158,1930,3555,2001
4501051,4000.3,703.8,2781.4,515.1,352.9,223.5,4.0,45.9,79.5,Colorado,180054,31678,125193,23183,15882,10058,179,2066,3579,2002
4547633,3951.6,712.3,2737.6,501.7,346.5,218.2,4.1,42.1,82.2,Colorado,179706,32394,124496,22816,15757,9921,185,1913,3738,2003
4601821,3918.5,717.3,2679.5,521.6,372.0,244.2,4.4,42.3,81.3,Colorado,180322,33010,123308,24004,17121,11236,201,1945,3739,2004
4663295,4041.0,745.1,2736.0,560.0,397.0,264.9,3.7,43.4,84.7,Colorado,188449,34746,127602,26101,18498,12351,173,2026,3948,2005
4753377,3438.4,681.9,2322.0,434.6,395.4,265.9,3.6,45.4,80.4,Colorado,163439,32411,110372,20656,18794,12641,171,2158,3824,2006
4861515,2999.2,589.0,2067.6,342.6,351.8,234.7,3.2,42.7,71.2,Colorado,145808,28633,100519,16656,17101,11410,155,2075,3461,2007
4939456,2821.0,568.0,1982.7,270.3,353.9,238.1,3.3,43.5,68.9,Colorado,139340,28054,97937,13349,17480,11760,165,2151,3404,2008
5024748,2670.7,530.1,1892.2,248.4,338.8,223.4,3.2,45.2,67.1,Colorado,134196,26637,95079,12480,17022,11223,159,2269,3371,2009
5047692,2674.5,519.0,1932.2,223.3,323.7,214.3,2.6,44.2,62.7,Colorado,135001,26196,97534,11271,16339,10816,129,2230,3164,2010
5116302,2595.3,502.8,1877.4,215.0,314.4,202.2,3.0,44.7,64.5,Colorado,132781,25725,96054,11002,16085,10346,155,2285,3299,2011
5187582,2684.7,504.2,1947.4,233.1,308.9,199.6,3.1,40.7,65.4,Colorado,139270,26157,101021,12092,16023,10353,162,2113,3395,2012
2535234,1119.9,333.4,656.9,129.7,36.6,21.6,1.6,4.1,9.3,Connecticut,28393,8452,16653,3288,928,548,41,103,236,1960
2614000,1211.1,364.4,715.8,130.8,33.6,21.1,1.0,2.4,9.1,Connecticut,31658,9526,18712,3420,878,551,25,64,238,1961
2597000,1301.4,395.0,760.1,146.2,36.1,21.8,1.3,3.1,9.9,Connecticut,33798,10259,19741,3798,938,565,34,81,258,1962
2666000,1532.4,470.9,877.6,183.9,44.7,25.9,1.8,3.3,13.7,Connecticut,40853,12553,23397,4903,1192,691,47,88,366,1963
2766000,1742.0,531.9,1003.4,206.7,64.1,41.9,1.8,5.5,15.0,Connecticut,48185,14713,27755,5717,1773,1158,49,152,414,1964
2832000,1764.8,563.5,983.8,217.4,69.7,43.5,1.6,5.2,19.3,Connecticut,49978,15959,27862,6157,1973,1233,46,148,546,1965
2875000,1907.6,616.6,1040.7,250.3,74.6,45.8,2.0,6.0,20.9,Connecticut,54844,17728,29919,7197,2146,1316,57,172,601,1966
2925000,2185.4,751.7,1112.6,321.1,95.9,55.7,2.4,5.6,32.2,Connecticut,63922,21987,32543,9392,2804,1629,70,164,941,1967
2959000,2761.1,964.4,1420.5,376.1,129.3,73.7,2.5,8.0,45.0,Connecticut,81702,28538,42034,11130,3825,2182,73,238,1332,1968
3000000,3078.3,987.5,1663.0,427.8,147.2,79.1,2.9,8.7,56.5,Connecticut,92349,29624,49891,12834,4415,2373,86,260,1696,1969
3032217,3319.0,1084.2,1750.7,484.2,170.4,87.4,3.5,9.1,70.4,Connecticut,100640,32874,53084,14682,5167,2649,106,276,2136,1970
3081000,3452.5,1067.3,1846.0,539.1,193.7,95.5,3.1,11.9,83.2,Connecticut,106370,32884,56875,16611,5968,2942,96,367,2563,1971
3082000,3203.9,956.8,1778.0,469.1,199.2,107.9,3.2,8.9,79.1,Connecticut,98745,29489,54798,14458,6138,3326,100,275,2437,1972
3076000,3455.7,1029.3,1909.7,516.7,208.7,110.1,3.3,11.1,84.2,Connecticut,106296,31661,58742,15893,6421,3388,102,342,2589,1973
3088000,4178.8,1353.9,2275.0,549.9,228.1,121.4,3.3,11.2,92.3,Connecticut,129042,41808,70252,16982,7045,3749,101,345,2850,1974
3095000,4688.6,1512.6,2603.6,572.4,268.4,120.6,3.9,12.4,131.5,Connecticut,145111,46815,80581,17715,8308,3734,120,385,4069,1975
3117000,4731.4,1383.9,2785.8,561.8,273.2,132.8,3.1,14.4,122.9,Connecticut,147477,43135,86832,17510,8516,4140,97,448,3831,1976
3108000,4559.8,1346.0,2620.7,593.2,282.3,131.8,4.2,16.8,129.5,Connecticut,141719,41833,81450,18436,8774,4095,132,521,4026,1977
3099000,4614.5,1362.0,2597.6,654.9,315.0,138.8,4.2,17.2,154.8,Connecticut,143003,42207,80500,20296,9762,4302,129,533,4798,1978
3115000,5365.4,1548.3,3113.9,703.2,414.2,192.6,4.2,24.1,193.3,Connecticut,167131,48229,96997,21905,12902,5998,131,752,6021,1979
3095224,5469.2,1700.6,3089.6,678.9,412.5,168.1,4.7,21.6,218.0,Connecticut,169283,52638,95631,21014,12768,5203,146,670,6749,1980
3132000,5389.2,1691.9,3094.7,602.6,448.1,174.6,5.4,21.9,246.1,Connecticut,168790,52990,96927,18873,14033,5469,168,687,7709,1981
3153000,5028.0,1410.8,3065.0,552.2,399.5,163.9,5.2,21.9,208.5,Connecticut,158532,44481,96640,17411,12597,5167,164,692,6574,1982
3138000,4602.8,1274.3,2849.6,478.9,375.0,150.3,4.1,20.0,200.6,Connecticut,144437,39988,89421,15028,11767,4715,129,627,6296,1983
3154000,4235.0,1128.9,2683.3,422.8,393.8,175.4,3.9,24.1,190.5,Connecticut,133573,35607,84630,13336,12422,5532,122,759,6009,1984
3174000,4302.8,1135.5,2726.0,441.3,402.0,184.1,3.8,24.0,190.0,Connecticut,136572,36041,86524,14007,12758,5843,120,763,6032,1985
3189000,4403.0,1197.6,2758.3,447.1,425.8,205.1,4.6,23.8,192.2,Connecticut,140411,38190,87963,14258,13578,6541,148,760,6129,1986
3211000,4576.7,1218.3,2829.4,529.0,419.0,211.1,4.9,24.9,178.1,Connecticut,146958,39120,90852,16986,13455,6779,156,800,5720,1987
3241000,4642.2,1218.0,2810.2,614.0,455.4,236.2,5.4,26.2,187.6,Connecticut,150455,39477,91079,19899,14759,7656,174,849,6080,1988
3239000,4758.2,1236.0,2824.4,697.8,511.8,263.6,5.9,27.5,214.8,Connecticut,154119,40035,91483,22601,16576,8538,190,892,6956,1989
3287116,4833.0,1227.7,2874.4,730.9,553.7,286.0,5.1,27.9,234.8,Connecticut,158867,40355,94485,24027,18201,9400,166,918,7717,1990
3291000,4824.4,1191.1,2837.6,795.7,539.7,280.5,5.7,29.2,224.4,Connecticut,158770,39198,93384,26188,17761,9230,187,960,7384,1991
3281000,4557.6,1108.6,2726.7,722.3,495.3,252.5,5.1,26.9,210.9,Connecticut,149535,36372,89463,23700,16252,8284,166,884,6918,1992
3277000,4194.2,978.1,2620.6,595.5,456.2,228.7,6.3,24.4,196.7,Connecticut,137443,32052,85876,19515,14949,7496,206,800,6447,1993
3275000,4092.5,889.8,2586.9,615.8,455.5,236.5,6.6,24.6,187.8,Connecticut,134030,29142,84721,20167,14916,7745,215,806,6150,1994
3275000,4097.3,888.4,2668.7,540.2,405.9,214.4,4.6,23.7,163.2,Connecticut,134188,29095,87401,17692,13293,7022,150,776,5345,1995
3274000,3815.6,842.2,2484.1,489.4,412.0,214.6,4.8,23.1,169.6,Connecticut,124924,27574,81328,16022,13490,7025,158,755,5552,1996
3270000,3593.4,738.3,2410.4,444.7,390.9,211.6,3.8,22.6,152.9,Connecticut,117505,24143,78821,14541,12781,6918,124,740,4999,1997
3274000,3420.2,665.9,2366.3,388.1,366.3,206.2,4.1,22.2,133.8,Connecticut,111978,21801,77472,12705,11993,6751,135,728,4379,1998
3282031,3043.7,588.0,2111.5,344.2,345.6,198.9,3.3,19.9,123.5,Connecticut,99894,19298,69299,11297,11342,6527,107,654,4054,1999
3405565,2908.0,512.0,2011.4,384.6,324.7,189.4,2.9,19.9,112.5,Connecticut,99033,17436,68498,13099,11058,6450,98,678,3832,2000
